Rank,Category,Similarity_Score,Extracted_Skills,Matched_Skills,Missing_Skills,Matched_Skill_Count,Final_Score
661,ACCOUNTANT,0.9303029242982621,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.6512120470087837
662,DIGITAL-MEDIA,0.9252505038583966,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.647675352700878
663,DIGITAL-MEDIA,0.9238892326856998,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.64672246287999
664,TEACHER,3.7779997055854637,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.6445997939098245
665,FINANCE,3.7750812149068245,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.642556850434777
666,ACCOUNTANT,3.7707998325411807,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.6395598827788262
667,HR,3.767772136341093,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.637440495438765
668,PUBLIC-RELATIONS,3.76615161872393,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.6363061331067508
669,HR,0.9037313672215675,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.632611957055097
670,INFORMATION-TECHNOLOGY,3.7595039547951203,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.631652768356584
671,FINANCE,3.757469898240906,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.6302289287686342
672,ADVOCATE,3.7571726715132145,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.63002087005925
673,PUBLIC-RELATIONS,0.8849276115334814,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.619449328073437
674,ADVOCATE,3.7366398363594606,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.6156478854516223
675,PUBLIC-RELATIONS,0.8748177233101581,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.6123724063171108
676,PUBLIC-RELATIONS,0.8736420479826188,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.6115494335878333
677,DIGITAL-MEDIA,0.8676894922327514,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.607382644562926
678,SALES,3.7242199682923713,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.6069539778046598
679,DIGITAL-MEDIA,0.8592592090373095,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.6014814463261167
680,DIGITAL-MEDIA,0.8570080723865049,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5999056506705536
681,BANKING,3.7136998306225704,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.599589881435799
682,PUBLIC-RELATIONS,0.8472273372198176,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5930591360538724
683,CONSTRUCTION,3.6945450312121464,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5861815218485025
684,BUSINESS-DEVELOPMENT,3.69011757977524,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5830823058426677
685,DESIGNER,0.8327559709160706,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5829291796412495
686,BUSINESS-DEVELOPMENT,0.8310230403643272,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.581716128255029
687,DESIGNER,3.6867235323304945,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5807064726313462
688,DIGITAL-MEDIA,0.8204511173139019,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.574315782119731
689,ACCOUNTANT,3.67610345289391,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.573272417025737
690,ADVOCATE,0.8165694791568627,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5715986354098037
691,CONSULTANT,0.8160770064500725,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.571253904515051
692,ADVOCATE,0.8160592746433172,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.571241492250322
693,BUSINESS-DEVELOPMENT,0.8157244059171299,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.571007084141991
694,SALES,3.672688199030457,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5708817393213197
695,BUSINESS-DEVELOPMENT,0.8116799944390802,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5681759961073563
696,DIGITAL-MEDIA,0.8058674471812074,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.564107213026845
697,ADVOCATE,3.6627101551065895,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5638971085746123
698,BUSINESS-DEVELOPMENT,0.8027211447950723,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5619048013565506
699,DIGITAL-MEDIA,0.7991890493183735,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5594323345228616
700,DIGITAL-MEDIA,0.7986901380568814,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.559083096639817
701,AVIATION,0.7980508127765064,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5586355689435543
702,FITNESS,0.7956130425101089,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5569291297570764
703,HR,3.651270732748298,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5558895129238084
704,DESIGNER,3.6501863267911356,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.555130428753795
705,ACCOUNTANT,3.645703615278295,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5519925306948066
706,APPAREL,0.7872159702440071,['data analysis'],['data analysis'],"['numpy', 'scikit-learn', 'sql', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.551051179170805
707,FITNESS,3.6402796878163737,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5481957814714615
708,CHEF,0.7827918624553553,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5479543037187486
709,PUBLIC-RELATIONS,3.630420817701628,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5412945723911395
710,ADVOCATE,3.62752856749265,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5392699972448547
711,INFORMATION-TECHNOLOGY,0.7695109859525397,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5386576901667777
712,DESIGNER,0.7681042965983111,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.537673007618818
713,PUBLIC-RELATIONS,0.7622032490845119,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5335422743591582
714,CONSTRUCTION,0.7606457949165825,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5324520564416075
715,FINANCE,3.6133041736189266,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5293129215332484
716,ENGINEERING,3.60956971719033,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5266988020332306
717,CHEF,3.6004900882914948,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5203430618040463
718,BUSINESS-DEVELOPMENT,3.596434584298499,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.517504209008949
719,APPAREL,0.7367103824884914,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.515697267741944
720,FITNESS,0.7285382018741358,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.509976741311895
721,AGRICULTURE,3.5855361071197467,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.5098752749838225
722,ENGINEERING,0.7251681139898248,['sql'],['sql'],"['numpy', 'scikit-learn', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.5076176797928773
723,ADVOCATE,3.5782675987758044,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.504787319143063
724,ENGINEERING,3.571177843734296,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.499824490614007
725,DESIGNER,0.7108095900736039,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4975667130515227
726,TEACHER,3.5676962162595673,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.497387351381697
727,HEALTHCARE,3.562732284335415,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.49391259903479
728,DIGITAL-MEDIA,0.6991652115165148,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.48941564806156
729,CONSULTANT,0.6989998638513613,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4892999046959527
730,CONSTRUCTION,3.5524471562900937,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4867130094030654
731,DIGITAL-MEDIA,0.6912276762983844,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.483859373408869
732,INFORMATION-TECHNOLOGY,3.547039696692586,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.48292778768481
733,DIGITAL-MEDIA,0.6889284846146161,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4822499392302313
734,FINANCE,0.6854590310952484,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.479821321766674
735,TEACHER,3.536985178857812,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4758896252004683
736,INFORMATION-TECHNOLOGY,3.5360582804317384,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.475240796302217
737,BANKING,0.6739758815543744,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.471783117088062
738,DESIGNER,0.6735409259113572,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.47147864813795
739,AVIATION,3.5297866005208336,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4708506203645832
740,DESIGNER,0.6661593924171295,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4663115746919906
741,DIGITAL-MEDIA,0.6578975279693388,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4605282695785373
742,ENGINEERING,0.657096299478114,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4599674096346797
743,FINANCE,3.5110532561464436,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4577372793025103
744,TEACHER,3.5071414880481155,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.454999041633681
745,PUBLIC-RELATIONS,3.500896375091901,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4506274625643307
746,BUSINESS-DEVELOPMENT,3.4980793410312154,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4486555387218507
747,AVIATION,0.6359847881479441,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.445189351703561
748,HR,3.4707124668337404,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.429498726783618
749,TEACHER,3.466668483865175,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4266679387056223
750,ADVOCATE,0.5964128850500074,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4174890195350054
751,FITNESS,0.5957198730536619,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4170039111375634
752,BUSINESS-DEVELOPMENT,0.5872931276238379,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4111051893366864
753,AUTOMOBILE,0.5839711229687474,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.408779786078123
754,HEALTHCARE,3.4392646742242823,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4074852719569972
755,FITNESS,3.4352219222726825,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.4046553455908777
756,BUSINESS-DEVELOPMENT,0.5748213009375562,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.4023749106562895
757,FINANCE,0.5662991081371516,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.396409375696006
758,AVIATION,0.5584894432428237,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.3909426102699767
759,AVIATION,3.4107062287882557,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.387494360151779
760,AUTOMOBILE,0.5488900650634108,['data analysis'],['data analysis'],"['numpy', 'scikit-learn', 'sql', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.3842230455443874
761,AGRICULTURE,0.5474550798046391,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.3832185558632473
762,PUBLIC-RELATIONS,0.5452677177252779,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.3816874024076946
763,HR,3.4004475741593634,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.380313301911554
764,ADVOCATE,3.3940799291056005,[],[],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'git', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",0,2.37585595037392
765,ENGINEERING,0.5359436957669004,['git'],['git'],"['numpy', 'scikit-learn', 'sql', 'data analysis', 'nlp', 'tensorflow', 'machine learning', 'pytorch', 'data science', 'deep learning', 'data visualization', 'natural language processing', 'python', 'pandas']",1,2.3751605870368304
